;gens;d.max;n.max;range;n.tot;occurrences.class_name;occurrences.order_name;Ma.old;Bin.old;genus_name
6501;Gastropoda Eopsephaea;0;2;3;4;Gastropoda;Neogastropoda;65.5;44;Eopsephaea
6502;Gastropoda Eoptychia;0;2;1;2;Gastropoda;NA;360.7;17;Eoptychia
6503;Gastropoda Eoscaphella;62;4;1;4;Gastropoda;Neogastropoda;55.8;45;Eoscaphella
6504;Gastropoda Eosiphonalia;151;6;1;6;Gastropoda;NA;33.9;47;Eosiphonalia
6505;Gastropoda Eosurcula;8012;14;3;29;Gastropoda;Neogastropoda;65.5;44;Eosurcula
6506;Gastropoda Eotomaria;15683;34;5;38;Gastropoda;Murchisoniina;479;6;Eotomaria
6507;Gastropoda Eotrochus;9;6;2;7;Gastropoda;Euomphalina;345;18;Eotrochus
6508;Gastropoda Eoturris;421;4;5;10;Gastropoda;Neogastropoda;61.7;44;Eoturris
6509;Gastropoda Eoxancus;60;2;1;2;Gastropoda;Neogastropoda;40.4;46;Eoxancus
6510;Gastropoda Epalxis;0;1;2;2;Gastropoda;Neogastropoda;55.8;45;Epalxis
6511;Gastropoda Episcynia;2630;11;15;18;Gastropoda;NA;150.8;35;Episcynia
6512;Gastropoda Epitomium;0;3;1;3;Gastropoda;Ptenoglossa;0.126;49;Epitomium
6513;Gastropoda Epitonium;18710;113;9;280;Gastropoda;Ptenoglossa;112;39;Epitonium
6514;Gastropoda Erato;19481;27;2;44;Gastropoda;NA;65.5;44;Erato
6515;Gastropoda Eratoidea;17954;15;3;20;Gastropoda;Neogastropoda;28.4;47;Eratoidea
6516;Gastropoda Eratopsis;1485;3;3;4;Gastropoda;NA;37.2;46;Eratopsis
6517;Gastropoda Ericusa;414;5;3;11;Gastropoda;Neogastropoda;28.4;47;Ericusa
6518;Gastropoda Eripachya;0;7;1;7;Gastropoda;Neogastropoda;83.5;42;Eripachya
6519;Gastropoda Eriptycha;2;7;1;7;Gastropoda;Cephalaspida;86.5;41;Eriptycha
6520;Gastropoda Eroicaspira;1415;16;3;17;Gastropoda;NA;479;6;Eroicaspira
6521;Gastropoda Erosaria;19517;23;3;28;Gastropoda;NA;33.9;47;Erosaria
6522;Gastropoda Erratopleura;126;2;1;2;Gastropoda;Ptenoglossa;164.7;34;Erratopleura
6523;Gastropoda Erratothilda;9;2;3;3;Gastropoda;NA;164.7;34;Erratothilda
6524;Gastropoda Erronea;7829;10;2;13;Gastropoda;NA;15.97;48;Erronea
6525;Gastropoda Etrema;5399;3;5;4;Gastropoda;Neogastropoda;48.6;45;Etrema
6526;Gastropoda Etremopsis;607;4;2;6;Gastropoda;Neogastropoda;19;48;Etremopsis
6527;Gastropoda Eubela;0;2;1;2;Gastropoda;Neogastropoda;12.7;48;Eubela
6528;Gastropoda Eucheilodon;815;6;2;8;Gastropoda;Neogastropoda;48.6;45;Eucheilodon
6529;Gastropoda Euchelus;19235;18;6;21;Gastropoda;NA;61.7;44;Euchelus
6530;Gastropoda Euchrysalis;42;3;1;3;Gastropoda;Neotaenioglossa;228;28;Euchrysalis
6531;Gastropoda Eucithara;4432;5;1;5;Gastropoda;Neogastropoda;11.61;49;Eucithara
6532;Gastropoda Euclathurella;16547;6;3;7;Gastropoda;Neogastropoda;33.9;47;Euclathurella
6533;Gastropoda Eucochlis;125;8;7;11;Gastropoda;NA;388.1;14;Eucochlis
6534;Gastropoda Euconia;16641;9;2;18;Gastropoda;NA;490;5;Euconia
6535;Gastropoda Euconospira;15341;17;9;46;Gastropoda;Murchisoniina;376.1;16;Euconospira
6536;Gastropoda Eucycloidea;0;2;2;3;Gastropoda;Neotaenioglossa;167.7;33;Eucycloidea
6537;Gastropoda Eucyclomphalus;0;7;1;7;Gastropoda;Archaeogastropoda;83.5;42;Eucyclomphalus
6538;Gastropoda Eucycloscala;11356;20;22;62;Gastropoda;NA;279.5;23;Eucycloscala
6539;Gastropoda Eucyclus;12270;25;11;43;Gastropoda;NA;216.5;29;Eucyclus
6540;Gastropoda Eudaronia;0;1;2;2;Gastropoda;NA;167.7;33;Eudaronia
6541;Gastropoda Eudolium;14325;3;2;5;Gastropoda;NA;23.03;48;Eudolium
6542;Gastropoda Eugeniconus;53;2;1;2;Gastropoda;Neogastropoda;3.6;49;Eugeniconus
6543;Gastropoda Eula;210;2;1;2;Gastropoda;NA;5.33;49;Eula
6544;Gastropoda Eulima;17374;31;14;115;Gastropoda;Neotaenioglossa;145.5;36;Eulima
6545;Gastropoda Eulimastoma;520;10;1;10;Gastropoda;NA;11.61;49;Eulimastoma
6546;Gastropoda Eulimella;19696;22;5;51;Gastropoda;NA;48.6;45;Eulimella
6547;Gastropoda Eulithidium;2637;7;1;7;Gastropoda;NA;1.81;49;Eulithidium
6548;Gastropoda Eumetula;0;5;6;7;Gastropoda;NA;65.5;44;Eumetula
6549;Gastropoda Eunaticina;16344;7;10;26;Gastropoda;NA;99.6;40;Eunaticina
6550;Gastropoda Eunema;1405;36;22;45;Gastropoda;Murchisoniina;460.5;7;Eunema
6551;Gastropoda Eunemopsis;0;2;1;2;Gastropoda;Archaeogastropoda;228;28;Eunemopsis
6552;Gastropoda Eunerinea;0;3;1;3;Gastropoda;NA;125;38;Eunerinea
6553;Gastropoda Euomphalopsis;289;3;1;3;Gastropoda;Euomphalina;479;6;Euomphalopsis
6554;Gastropoda Euomphalopterus;12863;23;5;33;Gastropoda;Euomphalina;449;9;Euomphalopterus
6555;Gastropoda Euomphalus;18075;19;21;112;Gastropoda;Euomphalina;449;9;Euomphalus
6556;Gastropoda Euphemites;17449;75;10;216;Gastropoda;Bellerophontida;376.1;16;Euphemites
6557;Gastropoda Euphemitopsis;836;6;3;13;Gastropoda;Bellerophontida;290;22;Euphemitopsis
6558;Gastropoda Eupleura;6357;64;6;81;Gastropoda;Neogastropoda;65.5;44;Eupleura
6559;Gastropoda Euplica;7212;4;1;4;Gastropoda;Neotaenioglossa;11.61;49;Euplica
6560;Gastropoda Euryalox;0;2;2;3;Gastropoda;NA;245;27;Euryalox
6561;Gastropoda Euryochetus;13;2;1;2;Gastropoda;Neogastropoda;55.8;45;Euryochetus
6562;Gastropoda Eurypyrene;2610;4;1;4;Gastropoda;Neotaenioglossa;5.33;49;Eurypyrene
6563;Gastropoda Euryzone;17969;29;4;35;Gastropoda;Murchisoniina;409.1;13;Euryzone
